company,month,market_condition,budget,marketing_spend,rnd_spend,pricing_strategy,product_quality,customer_base,action_taken,action_intensity,revenue,profit_margin,market_share,innovation_score
BetaTech,5,recession,745521,195078,48368,1.14,3.45,85964,marketing_blitz,8,739082,0.25,0.6028,7.36
GammaRetail,11,stagnation,470656,7710,30742,1.16,7.42,36873,launch_product,10,1564006,0.2,0.8103,3.47
AlphaCorp,24,stagnation,618792,6083,173678,0.83,8.1,50426,marketing_blitz,9,1195845,0.38,0.7886,4.43
BetaTech,21,recession,928243,9646,22831,0.99,4.76,62360,launch_product,3,252903,0.2,0.1666,4.87
GammaRetail,19,stagnation,200790,155273,17119,1.18,6.45,61566,launch_product,6,1613429,0.19,0.5443,7.88
GammaRetail,22,recession,920414,91848,23053,0.86,3.38,4855,price_cut,1,1775483,0.14,0.1144,2.13
BetaTech,1,stagnation,195748,75883,117325,0.88,7.32,61089,launch_product,6,514874,0.34,0.1095,5.53
GammaRetail,17,recession,861672,183198,8769,1.0,5.48,91765,launch_product,9,97131,0.22,0.8201,7.86
GammaRetail,8,growth,304447,27457,113644,0.85,2.26,52793,marketing_blitz,9,1193454,0.36,0.2919,6.32
AlphaCorp,23,growth,411912,25287,208993,1.14,8.39,22592,invest_rnd,9,1417040,0.38,0.5694,3.75
AlphaCorp,16,recession,456053,121038,216117,1.11,9.1,23070,price_cut,3,1266335,0.14,0.9034,8.35
AlphaCorp,11,stagnation,387956,39761,285721,1.14,4.11,97079,invest_rnd,6,1307097,0.07,0.4907,5.77
AlphaCorp,19,recession,348617,138786,65599,0.96,4.34,84918,invest_rnd,3,881137,0.22,0.3369,2.26
AlphaCorp,24,growth,850527,116496,43304,1.06,7.95,58643,launch_product,1,1103679,0.09,0.6979,9.76
AlphaCorp,11,growth,777808,78761,29651,0.93,8.71,94618,marketing_blitz,1,1537995,0.37,0.6723,4.56
BetaTech,15,recession,767998,171926,79113,0.83,5.72,14080,expand_market,10,840087,0.32,0.1359,9.03
AlphaCorp,8,growth,50435,61698,283974,1.11,8.78,37063,invest_rnd,2,120940,0.13,0.7354,2.35
GammaRetail,14,recession,617588,193078,271640,1.19,1.17,43299,launch_product,6,1421034,0.32,0.1145,2.37
BetaTech,1,growth,513148,21116,60411,0.91,2.48,22784,invest_rnd,10,304963,0.14,0.9065,4.6
GammaRetail,10,stagnation,459229,44375,145387,0.92,8.77,39078,invest_rnd,6,39642,0.33,0.4904,9.5
AlphaCorp,7,stagnation,106248,62530,233882,0.88,7.05,77003,launch_product,7,1018785,0.06,0.1499,5.93
AlphaCorp,18,stagnation,657905,10953,99013,0.97,6.77,72475,marketing_blitz,8,953607,0.17,0.9835,7.66
GammaRetail,12,recession,959249,183410,105767,0.95,6.9,11851,invest_rnd,9,890584,0.06,0.4903,4.8
GammaRetail,2,recession,860910,20798,11961,1.15,2.0,34912,invest_rnd,9,1233589,0.07,0.4539,7.2
GammaRetail,18,stagnation,620706,93181,169437,1.12,8.78,41700,invest_rnd,4,1504685,0.18,0.0437,9.6
DeltaHealth,21,stagnation,848635,156194,18809,1.15,1.88,76879,launch_product,7,1665252,0.06,0.0348,2.65
DeltaHealth,7,stagnation,911206,30131,216025,1.17,2.84,25911,expand_market,4,1795916,0.28,0.7556,3.99
DeltaHealth,20,growth,896173,152128,290863,1.07,7.65,94647,expand_market,7,1382531,0.16,0.8462,7.2
DeltaHealth,12,stagnation,687776,2733,143803,1.06,3.15,19565,price_cut,8,996915,0.32,0.8194,8.3
BetaTech,20,growth,436113,150360,260676,0.99,8.24,95117,price_cut,8,233400,0.17,0.0214,6.36
AlphaCorp,14,stagnation,870618,158168,289353,0.83,7.54,52725,expand_market,5,551510,0.38,0.2996,8.21
GammaRetail,10,recession,589056,27081,172254,0.98,7.68,64444,marketing_blitz,10,1854839,0.39,0.1531,2.43
AlphaCorp,9,stagnation,978717,134659,137029,0.95,4.81,39251,invest_rnd,4,1096937,0.16,0.3481,9.68
GammaRetail,23,growth,550281,188630,232894,0.95,6.03,17731,expand_market,10,960015,0.38,0.4842,7.05
AlphaCorp,15,stagnation,417608,81128,149154,1.0,5.02,93677,marketing_blitz,5,1293434,0.24,0.5905,6.4
BetaTech,20,growth,779116,82823,237651,1.01,7.66,73959,invest_rnd,2,1078319,0.31,0.4187,1.56
DeltaHealth,24,stagnation,274338,116996,32655,0.89,2.09,16268,marketing_blitz,2,1067679,0.19,0.7459,7.65
AlphaCorp,10,growth,516395,188795,107163,0.91,5.09,59185,expand_market,10,316011,0.23,0.9366,8.56
GammaRetail,19,growth,913666,43029,260667,0.88,8.13,45781,marketing_blitz,3,963369,0.08,0.1411,1.78
AlphaCorp,19,stagnation,624080,123552,260481,1.09,2.98,10094,marketing_blitz,1,115802,0.38,0.8669,1.29
BetaTech,12,stagnation,389076,5747,145560,1.19,4.93,19187,expand_market,4,646934,0.25,0.1683,7.08
BetaTech,23,recession,357314,71087,270836,0.9,3.62,72688,invest_rnd,9,1401710,0.34,0.8921,3.61
AlphaCorp,12,recession,335729,128367,255166,1.15,5.03,54166,price_cut,10,1002811,0.18,0.9436,4.98
DeltaHealth,9,recession,556492,196025,154601,1.09,1.45,2945,invest_rnd,10,1631294,0.32,0.7361,1.12
GammaRetail,20,growth,997277,71043,88434,0.92,5.28,54466,launch_product,5,1784510,0.31,0.9651,2.35
BetaTech,4,growth,679010,125062,299854,1.01,4.66,48209,price_cut,10,80179,0.1,0.1431,4.71
BetaTech,1,recession,384167,35747,35607,1.04,9.44,18454,price_cut,5,1910047,0.25,0.5871,4.1
AlphaCorp,16,recession,120311,61384,158434,1.11,3.29,41999,price_cut,10,1190333,0.33,0.518,8.56
BetaTech,1,stagnation,635808,55885,46279,1.02,3.33,10467,launch_product,4,1990791,0.07,0.7075,3.72
BetaTech,13,recession,838417,135614,188383,1.06,2.36,64437,launch_product,7,1971587,0.32,0.7527,6.14
GammaRetail,3,growth,251424,48575,82168,0.93,3.25,76760,launch_product,8,263041,0.38,0.3828,2.48
DeltaHealth,12,stagnation,127759,135253,242735,0.85,9.49,67887,price_cut,5,1966540,0.39,0.9107,2.99
GammaRetail,23,recession,889751,186095,257950,0.82,6.65,29191,expand_market,7,321576,0.25,0.9499,1.13
DeltaHealth,9,recession,133949,139025,237797,0.92,1.14,45831,expand_market,7,1478096,0.38,0.4001,7.1
GammaRetail,4,recession,712565,91554,88462,1.07,1.31,32739,invest_rnd,3,1000858,0.23,0.7849,4.71
AlphaCorp,2,stagnation,992553,15800,143348,0.84,1.24,54828,launch_product,6,696939,0.06,0.1081,5.46
BetaTech,22,stagnation,661324,36661,86905,1.1,3.28,48486,launch_product,4,1858805,0.18,0.651,7.33
DeltaHealth,22,stagnation,672762,149371,205049,0.96,1.52,13692,price_cut,4,1967395,0.13,0.0321,1.06
AlphaCorp,9,recession,895863,48711,208522,0.99,1.6,71638,expand_market,7,1833512,0.17,0.5994,3.65
BetaTech,20,stagnation,789751,37412,250221,0.89,4.94,68548,invest_rnd,9,408135,0.13,0.2791,2.71
BetaTech,24,stagnation,786454,148082,189431,1.08,1.07,94530,expand_market,9,698187,0.06,0.2476,3.46
BetaTech,13,stagnation,106183,163533,179365,1.19,1.15,50124,launch_product,6,621591,0.36,0.5656,1.44
GammaRetail,14,stagnation,809639,34311,118403,0.96,6.58,65760,marketing_blitz,2,951253,0.39,0.6771,5.24
AlphaCorp,3,growth,395309,145259,32017,0.85,7.28,23840,marketing_blitz,5,1406241,0.12,0.7873,5.59
AlphaCorp,18,recession,57769,114564,6121,0.81,9.68,83991,marketing_blitz,4,64492,0.14,0.6804,5.14
BetaTech,9,stagnation,583277,18028,290196,1.15,5.35,74077,invest_rnd,2,1950564,0.28,0.4777,2.73
DeltaHealth,15,growth,897522,112850,74798,1.08,6.11,27456,marketing_blitz,10,225131,0.38,0.4745,7.09
AlphaCorp,22,growth,699665,81715,248276,1.14,6.33,33305,price_cut,10,1720189,0.26,0.5022,5.27
GammaRetail,24,recession,194811,27346,47264,0.96,7.73,29439,invest_rnd,8,154661,0.06,0.3567,9.06
DeltaHealth,10,recession,154323,131801,257072,1.05,4.74,44610,marketing_blitz,7,15568,0.35,0.7799,5.89
DeltaHealth,17,stagnation,465167,45838,93289,0.96,9.87,38574,marketing_blitz,10,1919599,0.12,0.0211,1.75
DeltaHealth,13,recession,128468,25598,217285,0.93,5.49,55489,launch_product,6,1032739,0.37,0.7606,3.25
DeltaHealth,1,recession,279697,65224,79215,1.04,2.15,94626,launch_product,3,1442841,0.36,0.6876,4.44
AlphaCorp,11,recession,955054,164983,194954,0.89,7.73,63912,invest_rnd,10,197035,0.27,0.8105,7.32
BetaTech,5,recession,836202,126233,183426,1.09,5.68,53756,invest_rnd,1,451604,0.39,0.5799,1.41
DeltaHealth,9,stagnation,368615,44499,66229,1.05,6.85,84364,invest_rnd,8,1295713,0.32,0.9364,8.91
GammaRetail,7,growth,758407,63858,111280,0.96,5.63,7415,invest_rnd,8,1282480,0.39,0.7579,4.27
GammaRetail,7,recession,92028,54831,102159,0.91,6.86,43900,launch_product,7,82271,0.34,0.0555,9.29
BetaTech,2,growth,761675,67607,86761,0.94,5.08,77213,marketing_blitz,5,1797752,0.13,0.7833,4.32
AlphaCorp,19,growth,910483,44553,204157,0.92,4.52,87652,expand_market,3,1813111,0.1,0.4823,7.93
BetaTech,20,growth,990443,73084,216955,0.94,2.7,2281,invest_rnd,7,1537560,0.27,0.2314,5.51
DeltaHealth,18,recession,168020,14886,184480,0.81,3.99,10999,price_cut,7,276718,0.28,0.4832,7.15
AlphaCorp,10,recession,617342,161869,149790,0.94,1.34,13046,invest_rnd,2,665560,0.15,0.2629,2.33
AlphaCorp,5,stagnation,714196,133624,271648,1.02,5.46,55140,marketing_blitz,9,643435,0.33,0.3895,9.16
DeltaHealth,16,recession,184916,70872,148201,0.99,4.87,96503,invest_rnd,2,1981452,0.13,0.6562,7.43
GammaRetail,23,recession,322047,59623,127859,0.86,2.04,41671,marketing_blitz,10,253611,0.25,0.6879,8.08
DeltaHealth,5,recession,93640,142672,154626,1.18,6.06,99020,price_cut,6,1373300,0.08,0.0065,4.99
BetaTech,15,growth,566936,158975,78015,0.87,9.03,19004,expand_market,3,77084,0.35,0.5142,8.92
DeltaHealth,22,stagnation,844926,133100,185482,1.03,5.6,73474,marketing_blitz,1,467829,0.19,0.4581,2.46
GammaRetail,16,growth,129770,196102,159834,0.95,1.44,28415,marketing_blitz,3,769874,0.12,0.8967,3.58
DeltaHealth,4,stagnation,463360,152533,105306,1.07,4.74,87177,invest_rnd,1,1163316,0.17,0.4896,3.02
BetaTech,14,recession,825127,14578,244405,0.97,9.21,6546,marketing_blitz,1,631924,0.26,0.2025,6.3
BetaTech,24,recession,204458,6878,82645,0.82,9.57,67769,marketing_blitz,7,430320,0.06,0.0688,3.65
GammaRetail,17,growth,290192,68917,285131,1.05,8.61,9468,marketing_blitz,2,1976501,0.33,0.47,9.46
BetaTech,17,growth,423599,162773,13478,1.17,4.88,17541,price_cut,4,1983125,0.23,0.145,2.17
BetaTech,21,growth,705695,125547,199861,1.15,4.41,47841,price_cut,1,1165263,0.07,0.7389,8.25
DeltaHealth,16,stagnation,658086,115823,282804,0.93,3.58,83935,marketing_blitz,4,942640,0.38,0.8335,7.49
AlphaCorp,9,growth,471083,71150,222546,0.93,2.29,37101,expand_market,5,552669,0.08,0.5082,9.97
BetaTech,2,recession,84620,156106,140939,1.04,9.11,45989,launch_product,5,977189,0.24,0.6041,1.58
BetaTech,11,stagnation,579043,20743,188932,0.88,7.11,83340,price_cut,1,1247535,0.05,0.7932,7.47
GammaRetail,15,stagnation,543520,58685,92759,1.05,8.4,79862,marketing_blitz,8,1539070,0.14,0.909,3.55
GammaRetail,3,recession,423347,45525,236735,1.12,1.9,80889,launch_product,3,446386,0.13,0.4181,1.86
DeltaHealth,24,growth,743366,103105,293933,0.88,2.54,22001,launch_product,9,1419840,0.17,0.2677,8.38
DeltaHealth,16,growth,57788,122458,171149,1.18,1.31,35138,invest_rnd,10,483651,0.17,0.8227,3.28
BetaTech,21,recession,997079,64651,16159,1.0,5.02,18149,expand_market,6,1685312,0.2,0.1426,3.83
AlphaCorp,19,recession,396193,173316,204603,0.89,4.91,49189,invest_rnd,3,499858,0.24,0.1735,4.15
AlphaCorp,22,recession,907100,92075,193198,0.83,8.5,96114,marketing_blitz,2,1806556,0.3,0.9995,4.32
DeltaHealth,6,recession,362264,73926,254966,0.91,1.26,35141,launch_product,2,766301,0.38,0.05,6.23
GammaRetail,14,stagnation,600820,158269,64556,0.99,5.65,60583,launch_product,6,1958971,0.16,0.9626,3.8
BetaTech,5,stagnation,68909,35492,35113,0.99,7.67,1384,launch_product,9,1754768,0.34,0.5907,2.44
BetaTech,5,growth,396410,197660,282543,0.88,6.74,86319,invest_rnd,10,664436,0.13,0.1285,5.6
AlphaCorp,6,stagnation,834475,148783,20607,0.9,9.68,97034,price_cut,1,672210,0.3,0.6923,3.49
DeltaHealth,18,stagnation,575037,77116,45740,1.07,8.92,97520,expand_market,7,654460,0.07,0.9507,6.78
AlphaCorp,22,stagnation,978439,198246,268805,1.11,2.56,51603,launch_product,2,1617615,0.25,0.4465,8.19
AlphaCorp,18,recession,328193,98967,87907,0.84,4.53,27637,expand_market,8,985466,0.24,0.9219,3.26
DeltaHealth,19,stagnation,704033,139357,51575,1.07,7.72,35103,launch_product,4,706938,0.08,0.9144,7.54
GammaRetail,2,growth,550015,45213,12885,1.17,4.79,35821,invest_rnd,3,1461539,0.35,0.4023,8.9
BetaTech,17,stagnation,315059,154155,250562,0.81,4.81,46260,marketing_blitz,6,541490,0.07,0.5185,6.1
GammaRetail,1,recession,540258,25041,147267,1.05,2.92,21422,price_cut,6,722212,0.3,0.088,5.62
DeltaHealth,9,stagnation,711316,153057,176771,1.03,2.49,63095,marketing_blitz,7,1197554,0.38,0.3591,1.03
DeltaHealth,13,growth,897841,95911,70031,0.89,6.91,19363,invest_rnd,7,1757403,0.16,0.9944,1.82
BetaTech,4,stagnation,790624,130201,229979,1.13,9.89,68868,launch_product,7,73403,0.27,0.0181,7.56
GammaRetail,5,growth,450795,22447,28099,0.8,9.35,66507,expand_market,2,1402575,0.28,0.7155,1.62
BetaTech,23,recession,189299,91670,163040,1.17,8.8,86296,invest_rnd,1,1923674,0.11,0.8673,4.37
AlphaCorp,18,growth,652533,37803,200849,1.04,9.83,30889,marketing_blitz,9,682201,0.1,0.0723,9.37
AlphaCorp,10,growth,201005,75636,21958,1.0,2.63,24136,marketing_blitz,8,648947,0.22,0.8017,4.7
AlphaCorp,4,recession,792901,155253,75645,1.1,4.89,37703,marketing_blitz,3,330013,0.07,0.0688,7.02
GammaRetail,13,growth,945313,55683,43550,1.18,2.26,91608,launch_product,10,1075673,0.13,0.9215,3.02
AlphaCorp,13,stagnation,630165,121411,60230,1.13,5.28,25192,marketing_blitz,2,1784408,0.16,0.3194,4.08
BetaTech,17,stagnation,67817,192500,30777,1.03,1.77,69737,marketing_blitz,2,859498,0.36,0.5107,9.34
GammaRetail,8,growth,996638,165116,253551,0.85,7.1,38421,launch_product,1,1407027,0.07,0.5523,6.67
BetaTech,4,stagnation,295248,43021,139035,0.95,5.01,71908,launch_product,1,1634311,0.34,0.6455,8.93
DeltaHealth,23,stagnation,443296,57115,225562,1.15,8.85,29837,invest_rnd,3,1270594,0.12,0.4258,5.58
GammaRetail,3,recession,878894,84737,102623,1.14,3.08,12741,launch_product,9,1985832,0.16,0.5833,9.85
BetaTech,11,growth,137425,39677,148283,0.97,4.55,89955,expand_market,8,977411,0.13,0.8687,6.03
BetaTech,12,stagnation,783603,99035,207415,0.99,1.01,92802,expand_market,2,1511255,0.38,0.9383,9.68
GammaRetail,9,growth,758023,116955,104335,1.07,5.19,82745,price_cut,4,1542249,0.06,0.6232,5.18
DeltaHealth,15,growth,629618,141103,279481,0.98,1.75,54287,launch_product,10,1039255,0.38,0.7833,7.26
GammaRetail,13,stagnation,265934,139788,96836,0.84,9.39,43755,marketing_blitz,6,1932881,0.14,0.0407,8.33
AlphaCorp,5,recession,179524,40655,32527,1.09,9.56,15588,price_cut,5,517673,0.17,0.0184,2.85
AlphaCorp,5,recession,289298,194708,46618,1.06,5.99,53543,expand_market,7,162427,0.26,0.3745,4.05
DeltaHealth,19,growth,74759,146658,247097,0.88,4.93,83983,invest_rnd,4,1871394,0.36,0.9481,9.92
BetaTech,11,recession,431485,30303,114974,1.12,5.28,43069,invest_rnd,3,656576,0.07,0.2451,7.81
BetaTech,9,stagnation,206819,43325,179008,1.13,4.12,34822,price_cut,1,703782,0.2,0.2977,1.84
BetaTech,3,stagnation,543562,171828,287473,0.9,4.93,64467,marketing_blitz,6,1817846,0.13,0.3949,8.15
GammaRetail,18,recession,362583,170892,226024,0.86,5.51,83254,launch_product,8,1430982,0.39,0.8577,8.8
GammaRetail,13,recession,553388,168949,15397,0.88,9.66,55442,invest_rnd,7,1364414,0.24,0.5155,7.66
DeltaHealth,12,growth,217400,24534,147236,1.0,4.6,93360,marketing_blitz,1,1028011,0.22,0.7513,3.54
AlphaCorp,9,recession,319937,81224,250220,0.93,7.77,64234,launch_product,2,799393,0.16,0.8291,6.78
BetaTech,10,growth,912042,67694,245188,1.07,7.59,59434,price_cut,6,97109,0.31,0.4817,4.09
AlphaCorp,13,stagnation,361577,158371,130221,1.01,9.63,24911,launch_product,4,247958,0.2,0.3827,1.16
GammaRetail,20,recession,513462,88418,116879,1.07,1.46,8066,expand_market,1,1532227,0.12,0.783,1.9
GammaRetail,20,growth,568345,50718,7378,0.89,1.78,25680,marketing_blitz,7,697104,0.18,0.0667,4.47
GammaRetail,13,growth,554381,55049,277807,1.04,6.18,32305,invest_rnd,5,1412690,0.28,0.0852,8.48
AlphaCorp,22,growth,419056,181350,109726,1.15,5.29,7015,marketing_blitz,9,785962,0.33,0.6777,1.49
DeltaHealth,9,growth,197772,55266,179303,1.03,6.57,42573,marketing_blitz,3,1684943,0.37,0.6963,7.73
DeltaHealth,24,stagnation,159795,117555,253960,1.08,5.8,47730,invest_rnd,6,1540904,0.23,0.1093,9.49
GammaRetail,10,recession,69347,37451,127800,1.18,7.89,38242,price_cut,3,1051376,0.24,0.4436,8.39
BetaTech,19,growth,562982,168070,200567,1.15,9.0,63628,price_cut,10,1157375,0.18,0.0613,3.89
AlphaCorp,6,recession,274028,133630,70781,0.89,5.8,15172,launch_product,9,1280312,0.07,0.515,3.2
GammaRetail,7,recession,561789,92335,216464,1.13,1.8,92786,marketing_blitz,6,155099,0.14,0.6087,5.71
AlphaCorp,15,stagnation,334127,127016,224291,1.19,1.98,44682,price_cut,1,269556,0.38,0.6996,9.55
AlphaCorp,22,recession,656884,181962,153064,1.12,3.01,96646,price_cut,10,1115139,0.39,0.4917,1.16
DeltaHealth,19,stagnation,673716,77398,251111,0.85,8.75,96564,expand_market,10,1433258,0.17,0.4302,3.48
GammaRetail,14,stagnation,388162,164918,180751,1.05,6.22,2037,launch_product,9,33348,0.1,0.2136,2.0
DeltaHealth,16,growth,280489,142044,193708,1.06,4.39,87494,marketing_blitz,8,895578,0.4,0.3801,8.2
GammaRetail,14,stagnation,510724,4163,266393,0.86,4.26,69826,marketing_blitz,7,1825583,0.35,0.7739,9.8
AlphaCorp,20,growth,716500,35955,212983,1.02,1.55,99014,invest_rnd,9,173968,0.27,0.7723,2.15
DeltaHealth,2,stagnation,123303,92136,33748,1.17,3.5,98483,invest_rnd,2,513913,0.36,0.556,7.47
AlphaCorp,9,stagnation,660430,181490,173847,0.92,4.24,43988,launch_product,3,892903,0.18,0.9677,8.71
GammaRetail,3,recession,873914,188442,283963,1.12,1.77,80198,expand_market,4,1313983,0.21,0.7889,6.93
BetaTech,6,growth,436446,173260,12893,1.06,4.75,91495,expand_market,4,1809694,0.12,0.2919,9.75
DeltaHealth,5,recession,241789,35160,156313,1.07,4.5,33449,price_cut,2,133537,0.35,0.3439,5.26
DeltaHealth,14,stagnation,778557,48553,17199,0.92,9.56,62570,price_cut,5,28660,0.06,0.0286,8.44
AlphaCorp,15,growth,450359,52756,73796,1.1,5.26,4754,marketing_blitz,5,876774,0.14,0.5386,2.16
AlphaCorp,18,stagnation,681539,170058,121504,1.05,6.93,38470,marketing_blitz,2,333625,0.18,0.2597,2.21
BetaTech,17,stagnation,815624,98772,165326,1.01,8.91,51743,expand_market,9,110635,0.34,0.119,4.34
DeltaHealth,9,recession,169559,45103,40548,1.0,8.95,76169,launch_product,10,1482063,0.22,0.9358,4.96
GammaRetail,19,growth,803060,45830,228369,0.92,6.57,50823,expand_market,10,1394691,0.38,0.4046,2.65
GammaRetail,23,growth,702900,17980,85787,0.88,5.69,25301,price_cut,1,79024,0.14,0.3232,2.75
DeltaHealth,9,growth,705288,77716,166440,1.11,3.89,66214,marketing_blitz,3,755489,0.14,0.829,9.16
DeltaHealth,16,stagnation,938572,91946,241748,0.88,5.07,65615,expand_market,6,312640,0.08,0.7154,5.01
DeltaHealth,6,growth,401373,140992,53463,0.87,1.67,34744,expand_market,2,1808955,0.25,0.5479,7.93
BetaTech,8,stagnation,490572,107280,115474,1.14,2.48,61656,launch_product,2,677136,0.36,0.6788,9.89
GammaRetail,3,stagnation,431306,31875,138605,0.83,4.37,69434,marketing_blitz,6,1216182,0.14,0.9392,1.18
GammaRetail,22,stagnation,605306,99237,28226,0.86,1.21,30671,price_cut,4,163723,0.13,0.928,3.06
AlphaCorp,5,growth,700160,14127,121735,0.84,7.44,16972,launch_product,2,856068,0.15,0.2612,9.06
AlphaCorp,7,recession,311498,36392,185161,1.18,6.3,20391,expand_market,4,176368,0.21,0.2535,5.17
DeltaHealth,23,stagnation,173371,59260,76092,0.84,8.7,80131,invest_rnd,5,1353167,0.25,0.3861,9.75
AlphaCorp,1,recession,312827,9846,122157,0.8,2.51,47495,expand_market,10,1909400,0.33,0.1477,4.72
BetaTech,22,growth,215815,84894,235537,1.04,9.39,9642,expand_market,2,1477618,0.34,0.7704,1.73
GammaRetail,21,growth,509055,95599,279437,1.09,9.12,58120,price_cut,7,395307,0.05,0.4966,7.84
GammaRetail,4,growth,455405,162127,62086,0.87,5.84,21179,marketing_blitz,5,1501305,0.3,0.315,3.76
AlphaCorp,16,growth,363248,188733,281981,0.94,4.3,59036,marketing_blitz,7,1343454,0.11,0.3875,3.52
DeltaHealth,14,growth,680501,131790,11592,0.92,8.79,6282,expand_market,1,1029895,0.37,0.2936,1.03
AlphaCorp,1,recession,283380,42292,232744,1.09,9.47,62784,invest_rnd,8,925177,0.31,0.6161,7.69
DeltaHealth,4,growth,563969,126119,95853,0.96,2.46,36993,marketing_blitz,8,1987362,0.28,0.463,2.79
BetaTech,10,growth,911420,112961,46744,1.01,6.2,98782,launch_product,1,1590819,0.35,0.6271,4.94
GammaRetail,11,growth,254005,81074,23819,1.11,5.53,77013,marketing_blitz,8,852823,0.18,0.6572,4.52
BetaTech,7,growth,100182,37510,231255,1.0,5.83,12345,expand_market,7,105724,0.24,0.1916,9.22
GammaRetail,4,growth,449042,98953,103427,1.09,1.62,4097,expand_market,2,89219,0.21,0.7375,1.73
BetaTech,1,stagnation,234575,142399,209104,1.03,4.44,60709,expand_market,10,237060,0.23,0.0415,2.94
AlphaCorp,1,stagnation,452602,11584,52850,1.09,2.34,28597,invest_rnd,4,1392853,0.07,0.7615,9.3
BetaTech,17,recession,680311,118298,195283,0.84,8.85,85102,marketing_blitz,2,274251,0.12,0.659,9.37
BetaTech,10,growth,880751,137887,191126,1.19,5.09,38810,invest_rnd,2,719177,0.27,0.5569,2.54
AlphaCorp,5,recession,648249,123720,179980,0.83,8.54,73720,launch_product,3,1338083,0.37,0.081,5.2
GammaRetail,7,recession,323256,135940,60431,1.05,2.96,78321,price_cut,10,1467292,0.36,0.2122,2.28
GammaRetail,8,growth,640316,1249,229728,0.81,8.78,18673,invest_rnd,7,1870968,0.31,0.6229,7.68
AlphaCorp,2,growth,258082,179494,61643,1.01,2.25,88498,invest_rnd,9,408848,0.33,0.4919,4.19
BetaTech,9,stagnation,166702,58044,46330,0.84,2.39,50615,launch_product,2,1708588,0.17,0.0264,1.72
BetaTech,4,growth,516781,197080,287777,0.84,9.89,53720,marketing_blitz,7,419724,0.07,0.9032,4.39
BetaTech,12,stagnation,106686,113928,211410,0.91,1.26,34093,price_cut,4,1766655,0.34,0.8842,8.47
DeltaHealth,11,recession,95284,120813,118477,0.9,1.28,21965,invest_rnd,8,138783,0.35,0.0057,5.58
GammaRetail,5,recession,156840,46604,206120,0.85,1.95,69059,invest_rnd,7,1335973,0.26,0.9952,6.53
BetaTech,12,stagnation,711246,12956,47005,1.03,2.7,14604,marketing_blitz,4,1917646,0.11,0.7112,3.87
GammaRetail,21,stagnation,981916,113897,222343,1.15,1.62,83026,expand_market,6,317201,0.35,0.842,5.48
BetaTech,4,growth,434459,112209,51720,1.17,9.56,16384,marketing_blitz,3,1308647,0.18,0.4905,7.64
